id,first_name,last_name,email,phone,address,city,state,zip,primary_campus_id,primary_campus_name,household_id,created_date,status
donor_531e1e3e,Victoria,Wright,victoria42@gmail.com,(689) 434-1339,1417 Creek Dr,Dacula,GA,30052,campus_001,One Life Center,hh_0053,2020-03-22,active
donor_ef9f2110,Eric,Foster,ericf186@icloud.com,(759) 703-2494,759 Elm St,Snellville,GA,30518,campus_001,One Life Center,hh_0054,2022-08-21,active
donor_54f51fed,Timothy,Evans,tevans@hotmail.com,(682) 665-2442,1813 Elm St,Grayson,GA,30019,campus_001,One Life Center,hh_0055,2021-11-06,active
donor_7c0acdd3,Virginia,Adams,virginiaadams@hotmail.com,(724) 837-9167,8531 Main St,Suwanee,GA,30017,campus_001,One Life Center,hh_0056,2023-09-08,active
donor_6dfc3662,Benjamin,Adams,benjamin.adams@yahoo.com,(712) 762-3146,8531 Main St,Suwanee,GA,30017,campus_001,One Life Center,hh_0056,2023-09-08,active
donor_7d2e44bf,Aaron,Stewart,aarons319@gmail.com,(748) 617-2527,572 Grove St,Dacula,GA,30044,campus_001,One Life Center,hh_0057,2023-05-31,active
donor_647e1ae1,Carolyn,Anderson,canderson@icloud.com,(738) 449-8483,2622 Sunset Blvd,Dacula,GA,30044,campus_001,One Life Center,hh_0058,2025-03-25,active
donor_089de1e4,Stephen,Anderson,stephenanderson@hotmail.com,(743) 964-3236,2622 Sunset Blvd,Dacula,GA,30044,campus_001,One Life Center,hh_0058,2025-03-25,active
donor_274a61a5,James,Scott,jamess858@hotmail.com,(762) 701-3434,8418 Lake Dr,Loganville,GA,30019,campus_001,One Life Center,hh_0059,2024-08-07,active
donor_b36891c4,Ryan,Morgan,ryanmorgan@hotmail.com,(727) 439-7730,9142 Valley Rd,Grayson,GA,30019,campus_001,One Life Center,hh_0060,2022-02-11,active
donor_ce487423,Julie,Gutierrez,julie.gutierrez@yahoo.com,(742) 804-6439,6425 Garden Way,Dacula,GA,30017,campus_001,One Life Center,hh_0061,2024-06-10,active
donor_ddd2006c,Virginia,Gutierrez,vgutierrez@gmail.com,(745) 667-1251,6425 Garden Way,Dacula,GA,30017,campus_001,One Life Center,hh_0061,2024-06-10,active
donor_ce7f7af6,Helen,Evans,helen84@hotmail.com,(726) 524-8994,7792 Lake Dr,Duluth,GA,30044,campus_001,One Life Center,hh_0062,2021-11-24,active
donor_b8879cec,Barbara,Jones,barbara.jones@icloud.com,(699) 910-5906,4808 Park Rd,Suwanee,GA,30046,campus_001,One Life Center,hh_0063,2024-03-09,active
donor_01351dad,Sharon,Garcia,sharong422@yahoo.com,(699) 379-2293,4906 Mill Rd,Grayson,GA,30043,campus_001,One Life Center,hh_0064,2022-02-06,lapsed
donor_78dc99f6,Cynthia,Carter,cynthia.carter@icloud.com,(714) 893-9955,9654 Pine St,Buford,GA,30052,campus_001,One Life Center,hh_0065,2021-04-20,active
donor_67939e79,Jason,Stewart,jason59@yahoo.com,(727) 694-2747,5001 Grove St,Grayson,GA,30518,campus_001,One Life Center,hh_0066,2025-05-24,active
donor_19cc86e5,Donald,Stewart,donald49@hotmail.com,(715) 916-5837,5001 Grove St,Grayson,GA,30518,campus_001,One Life Center,hh_0066,2025-05-24,active
donor_21902012,Debra,Myers,debram933@icloud.com,(714) 994-4770,232 Meadow Ln,Loganville,GA,30024,campus_001,One Life Center,hh_0067,2024-11-06,active
donor_310e10a6,Nicole,Myers,nicolemyers@hotmail.com,(710) 894-3240,232 Meadow Ln,Loganville,GA,30024,campus_001,One Life Center,hh_0067,2024-11-06,active
donor_247e67cf,George,Reyes,george12@outlook.com,(731) 379-4289,7322 Oak Ave,Lawrenceville,GA,30024,campus_001,One Life Center,hh_0068,2023-04-01,active
donor_ceb81738,Nancy,Howard,nancy62@outlook.com,(692) 679-2233,8321 Lake Dr,Grayson,GA,30078,campus_001,One Life Center,hh_0069,2024-08-27,active
donor_db8d95fe,Charles,Howard,charleshoward@icloud.com,(749) 574-2479,8321 Lake Dr,Grayson,GA,30078,campus_001,One Life Center,hh_0069,2024-08-27,active
donor_fd929cd8,Gregory,Johnson,gjohnson@outlook.com,(691) 891-4830,2124 Forest Ave,Snellville,GA,30078,campus_001,One Life Center,hh_0070,2022-01-24,active
donor_f94a11b9,Samantha,James,sjames@gmail.com,(695) 246-1609,3726 Grove St,Grayson,GA,30518,campus_001,One Life Center,hh_0071,2020-05-09,active
donor_18e76c81,Deborah,Cooper,deborahc973@icloud.com,(753) 960-3531,3946 Valley Rd,Suwanee,GA,30044,campus_001,One Life Center,hh_0072,2020-10-04,active
donor_8c7c30ac,Victoria,Cooper,victoria.cooper@icloud.com,(756) 617-5583,3946 Valley Rd,Suwanee,GA,30044,campus_001,One Life Center,hh_0072,2020-10-04,active
donor_e2f2aeb2,George,Mitchell,georgem377@outlook.com,(685) 607-5520,7385 Park Rd,Buford,GA,30052,campus_001,One Life Center,hh_0073,2024-10-17,lapsed
donor_ac563e61,Matthew,Mitchell,mmitchell@gmail.com,(762) 417-1349,7385 Park Rd,Buford,GA,30052,campus_001,One Life Center,hh_0073,2024-10-17,lapsed
donor_224fc93b,Adam,Nelson,adamnelson@yahoo.com,(720) 992-3417,9350 Washington Ave,Buford,GA,30045,campus_001,One Life Center,hh_0074,2020-05-20,active
donor_96258ca3,Tyler,Nelson,tyler77@yahoo.com,(694) 753-5106,9350 Washington Ave,Buford,GA,30045,campus_001,One Life Center,hh_0074,2020-05-20,active
donor_a3d0cca6,Tyler,Anderson,tyleranderson@outlook.com,(684) 329-7897,343 Mill Rd,Lawrenceville,GA,30045,campus_001,One Life Center,hh_0075,2024-06-05,active
donor_9a337c20,Emma,Gutierrez,emmag227@gmail.com,(762) 733-5941,7444 Mill Rd,Suwanee,GA,30052,campus_001,One Life Center,hh_0076,2022-11-17,lapsed
donor_9f52c3e7,Susan,Brown,susan.brown@outlook.com,(755) 351-2076,6680 River Rd,Lawrenceville,GA,30052,campus_001,One Life Center,hh_0077,2023-11-06,active
donor_f7970aa6,Ryan,James,ryan.james@hotmail.com,(770) 420-8046,9887 Highland Ave,Grayson,GA,30017,campus_001,One Life Center,hh_0078,2021-08-26,active
donor_b4ad61b7,Laura,James,laura30@icloud.com,(729) 625-2557,9887 Highland Ave,Grayson,GA,30017,campus_001,One Life Center,hh_0078,2021-08-26,active
donor_2bcfd371,Jacob,Green,jgreen@gmail.com,(725) 333-1982,2600 Garden Way,Snellville,GA,30019,campus_001,One Life Center,hh_0079,2025-03-05,lapsed
donor_ac7a8e0b,Emma,Green,emma72@gmail.com,(730) 562-7929,2600 Garden Way,Snellville,GA,30019,campus_001,One Life Center,hh_0079,2025-03-05,lapsed
donor_4295bbfe,Susan,Russell,srussell@yahoo.com,(691) 558-7022,9937 Hill St,Lawrenceville,GA,30024,campus_001,One Life Center,hh_0080,2021-12-21,active
donor_1f30336c,Gregory,Scott,gregory4@gmail.com,(701) 479-6062,9290 Creek Dr,Buford,GA,30017,campus_001,One Life Center,hh_0081,2023-06-10,active
donor_ec0a3e4c,Lauren,Scott,lauren.scott@yahoo.com,(696) 779-7566,9290 Creek Dr,Buford,GA,30017,campus_001,One Life Center,hh_0081,2023-06-10,active
donor_095aa792,Rebecca,Jenkins,rebecca21@outlook.com,(750) 810-2391,8791 Washington Ave,Lawrenceville,GA,30044,campus_001,One Life Center,hh_0082,2022-02-09,active
donor_b0fdc414,Victoria,Jenkins,victoriajenkins@hotmail.com,(684) 890-2336,8791 Washington Ave,Lawrenceville,GA,30044,campus_001,One Life Center,hh_0082,2022-02-09,active
donor_bc2d1347,Margaret,Myers,mmyers@gmail.com,(714) 894-8972,7342 River Rd,Loganville,GA,30052,campus_001,One Life Center,hh_0083,2021-07-13,active
donor_de36082c,Shirley,Myers,shirley.myers@yahoo.com,(728) 813-1897,7342 River Rd,Loganville,GA,30052,campus_001,One Life Center,hh_0083,2021-07-13,active
donor_4f0ebc4e,Jessica,Hill,jessicahill@yahoo.com,(726) 745-4770,4286 Hill St,Buford,GA,30045,campus_001,One Life Center,hh_0084,2021-11-02,lapsed
donor_1bc8446e,Nicholas,Hill,nicholas72@gmail.com,(728) 959-1693,4286 Hill St,Buford,GA,30045,campus_001,One Life Center,hh_0084,2021-11-02,lapsed
donor_5aa8e33e,Stephanie,Murphy,stephanie.murphy@icloud.com,(680) 532-3815,9533 River Rd,Suwanee,GA,30019,campus_001,One Life Center,hh_0085,2023-03-20,active
donor_b5aa4d4f,Susan,James,susanj411@gmail.com,(728) 517-6562,1543 River Rd,Dacula,GA,30019,campus_001,One Life Center,hh_0086,2024-09-25,active
donor_a5f73c9c,Shirley,Fisher,shirleyfisher@yahoo.com,(691) 349-5193,8463 Grove St,Duluth,GA,30044,campus_001,One Life Center,hh_0087,2020-08-21,active
donor_e46ead34,Betty,Fisher,bettyfisher@gmail.com,(700) 991-9095,8463 Grove St,Duluth,GA,30044,campus_001,One Life Center,hh_0087,2020-08-21,active
donor_d9404518,Karen,Diaz,karen61@outlook.com,(753) 257-6766,5395 Grove St,Dacula,GA,30518,campus_001,One Life Center,hh_0088,2021-10-09,active
donor_00844657,Adam,Flores,adam.flores@hotmail.com,(754) 719-7299,716 Oak Ave,Dacula,GA,30052,campus_001,One Life Center,hh_0089,2022-01-25,active
donor_365ac463,Dorothy,Ward,dorothy.ward@icloud.com,(691) 551-2381,9466 Grove St,Lawrenceville,GA,30052,campus_001,One Life Center,hh_0090,2021-01-20,active
donor_c7141801,Eric,Thompson,eric47@icloud.com,(730) 993-6543,7272 Forest Ave,Lawrenceville,GA,30046,campus_001,One Life Center,hh_0091,2022-12-09,active
donor_6281cd77,Gregory,Miller,gregorym742@yahoo.com,(720) 283-3317,5501 Cedar Ln,Grayson,GA,30044,campus_001,One Life Center,hh_0092,2023-02-16,active
donor_679db2ec,David,Flores,david49@yahoo.com,(763) 919-9624,9849 Orchard Rd,Loganville,GA,30045,campus_001,One Life Center,hh_0093,2025-04-05,active
donor_79731174,Michelle,Long,mlong@yahoo.com,(706) 340-3538,6028 Main St,Loganville,GA,30078,campus_001,One Life Center,hh_0094,2022-01-12,active
donor_f8f9637a,Elizabeth,Long,elizabeth.long@hotmail.com,(747) 956-9626,6028 Main St,Loganville,GA,30078,campus_001,One Life Center,hh_0094,2022-01-12,active
donor_787311b7,Lisa,Baker,lisabaker@icloud.com,(683) 620-6968,6272 Pine St,Duluth,GA,30518,campus_001,One Life Center,hh_0095,2020-11-28,active
donor_188a9d25,Gregory,Baker,gbaker@hotmail.com,(714) 970-8355,6272 Pine St,Duluth,GA,30518,campus_001,One Life Center,hh_0095,2020-11-28,active
donor_9544bb57,Pamela,Walker,pamela60@icloud.com,(742) 740-7859,3278 Mill Rd,Snellville,GA,30052,campus_001,One Life Center,hh_0096,2023-10-21,active
donor_1d15e973,Christopher,Walker,christopherw821@yahoo.com,(710) 253-8873,3278 Mill Rd,Snellville,GA,30052,campus_001,One Life Center,hh_0096,2023-10-21,active
donor_d0409c59,Maria,Ward,mariaw928@yahoo.com,(733) 293-4637,2142 Hill St,Suwanee,GA,30078,campus_001,One Life Center,hh_0097,2020-06-20,active
donor_86d7aaca,Melissa,Hall,melissahall@gmail.com,(718) 301-6493,972 Spring St,Lawrenceville,GA,30017,campus_001,One Life Center,hh_0098,2022-10-25,active
donor_c8cac432,Sarah,Moore,sarahm460@gmail.com,(688) 219-5193,7840 Orchard Rd,Lawrenceville,GA,30024,campus_001,One Life Center,hh_0099,2024-08-29,active
donor_38a18ded,Jessica,Martin,jessicam655@icloud.com,(686) 313-9189,4820 Park Rd,Loganville,GA,30044,campus_001,One Life Center,hh_0100,2021-09-08,lapsed
donor_2cb70553,Scott,Martin,scottm17@hotmail.com,(708) 935-3352,4820 Park Rd,Loganville,GA,30044,campus_001,One Life Center,hh_0100,2021-09-08,lapsed
donor_e70435ba,Christine,Smith,christine68@gmail.com,(745) 757-9312,9449 River Rd,Grayson,GA,30046,campus_001,One Life Center,hh_0101,2021-01-18,active
donor_44f0f57b,Tyler,Smith,tyler.smith@icloud.com,(738) 244-7338,9449 River Rd,Grayson,GA,30046,campus_001,One Life Center,hh_0101,2021-01-18,active
donor_0160444e,Janet,Allen,janeta791@outlook.com,(695) 245-6772,1206 Mill Rd,Lawrenceville,GA,30019,campus_001,One Life Center,hh_0102,2021-05-08,active
donor_7357ac35,Ruth,Hughes,rhughes@gmail.com,(715) 406-1717,7940 Grove St,Duluth,GA,30052,campus_001,One Life Center,hh_0103,2021-01-08,lapsed
donor_fb88cd25,Anna,Garcia,annagarcia@outlook.com,(723) 999-1783,8544 Spring St,Grayson,GA,30024,campus_001,One Life Center,hh_0104,2024-07-27,active
donor_d3dba9df,Stephanie,Nelson,stephanienelson@icloud.com,(766) 709-7018,6129 River Rd,Snellville,GA,30044,campus_001,One Life Center,hh_0105,2024-12-26,active
donor_bdf69ead,Nicole,Bell,nicole24@outlook.com,(691) 281-6372,7055 Maple Dr,Snellville,GA,30044,campus_001,One Life Center,hh_0106,2022-05-31,active
donor_230a59e9,Jeffrey,Flores,jeffrey6@hotmail.com,(733) 481-1939,7081 Elm St,Dacula,GA,30518,campus_001,One Life Center,hh_0107,2023-11-13,active
donor_aea38f1a,Christopher,Cruz,christopherc870@icloud.com,(682) 329-2101,8506 Willow St,Loganville,GA,30019,campus_001,One Life Center,hh_0108,2023-10-23,active
donor_c37a721f,Donald,Cruz,donald83@icloud.com,(750) 233-3513,8506 Willow St,Loganville,GA,30019,campus_001,One Life Center,hh_0108,2023-10-23,active
donor_64455351,Shirley,Mitchell,shirley41@yahoo.com,(692) 226-4048,1359 Meadow Ln,Grayson,GA,30052,campus_001,One Life Center,hh_0109,2020-10-08,active
donor_e522e7e4,Margaret,Roberts,mroberts@yahoo.com,(693) 338-2213,4364 Orchard Rd,Suwanee,GA,30024,campus_001,One Life Center,hh_0110,2022-07-02,active
donor_feda31dd,Alexander,Sullivan,alexander70@yahoo.com,(769) 926-3852,5336 Garden Way,Dacula,GA,30044,campus_001,One Life Center,hh_0111,2021-12-12,lapsed
donor_6d4f8d72,Diane,Bailey,dianeb568@outlook.com,(737) 764-3126,3392 Pine St,Buford,GA,30044,campus_001,One Life Center,hh_0112,2021-04-29,active
donor_2b3cf48c,Kathleen,Lopez,kathleenl420@gmail.com,(694) 524-2215,6623 Orchard Rd,Suwanee,GA,30024,campus_001,One Life Center,hh_0113,2024-01-12,active
donor_a77240fc,Lisa,Sanders,lisas444@gmail.com,(693) 730-3507,9132 Grove St,Grayson,GA,30045,campus_001,One Life Center,hh_0114,2023-04-18,active
donor_f23833c8,Andrew,Lee,andrewl202@outlook.com,(694) 840-5961,5769 Highland Ave,Grayson,GA,30046,campus_001,One Life Center,hh_0115,2025-01-06,active
donor_8cb44e9d,Brandon,Lee,brandonl96@yahoo.com,(753) 794-3526,5769 Highland Ave,Grayson,GA,30046,campus_001,One Life Center,hh_0115,2025-01-06,active
donor_2eb5987e,Jennifer,James,jennifer99@yahoo.com,(751) 626-1496,774 Main St,Grayson,GA,30518,campus_001,One Life Center,hh_0116,2020-06-15,active
donor_ecefb9b1,Amy,James,amy81@outlook.com,(739) 450-7653,774 Main St,Grayson,GA,30518,campus_001,One Life Center,hh_0116,2020-06-15,active
donor_490e2af4,Cynthia,Martinez,cynthia78@outlook.com,(722) 608-3142,7302 River Rd,Lawrenceville,GA,30045,campus_001,One Life Center,hh_0117,2022-09-18,active
donor_608f632e,Maria,Martinez,mariam528@gmail.com,(718) 447-8642,7302 River Rd,Lawrenceville,GA,30045,campus_001,One Life Center,hh_0117,2022-09-18,active
donor_47149ed0,Deborah,Morris,deborahmorris@outlook.com,(751) 938-6123,1686 Oak Ave,Buford,GA,30045,campus_001,One Life Center,hh_0118,2021-08-17,active
